Order ID,Order Date,Ship Date,Ship Mode,Customer Name,Segment,Region,State,City,Category,Product Name,Quantity,Unit Price,Discount,Sales,Profit
ORD-1316,2023-02-07,2023-02-12,Standard,Ananya Kapoor,Home Office,North,Delhi,Dwarka,Home & Kitchen,Mixer Grinder,5,449.62,0.15,1910.88,288.21
ORD-2219,2023-02-07,2023-02-09,Express,Arjun Iyer,Consumer,North,Uttar Pradesh,Noida,Clothing,Winter Jacket,4,1198.76,0.0,4795.04,1121.35
ORD-1061,2023-02-08,2023-02-08,Same Day,Priya Kapoor,Consumer,West,Maharashtra,Mumbai,Electronics,Smartwatch,7,5573.92,0.1,35115.7,6108.65
ORD-2475,2023-02-08,2023-02-14,Standard,Karan Sharma,Corporate,North,Punjab,Ludhiana,Clothing,Denim Jeans,1,850.07,0.1,765.06,236.92
ORD-2340,2023-02-08,2023-02-11,Express,Aarav Menon,Consumer,East,West Bengal,Kolkata,Home & Kitchen,LED Lamp,3,3166.79,0.05,9025.35,1269.75
ORD-1078,2023-02-08,2023-02-14,Standard,Kiara Bhatt,Consumer,East,West Bengal,Siliguri,Home & Kitchen,Mixer Grinder,1,3312.22,0.15,2815.39,430.12
ORD-1329,2023-02-08,2023-02-08,Same Day,Arjun Joshi,Home Office,East,West Bengal,Siliguri,Clothing,Denim Jeans,5,1607.83,0.0,8039.15,2636.71
ORD-3039,2023-02-08,2023-02-10,Express,Aadhya Menon,Consumer,East,Bihar,Muzaffarpur,Furniture,Bookshelf,3,6346.53,0.0,19039.59,2283.25
ORD-1022,2023-02-09,2023-02-12,Express,Kiara Joshi,Consumer,West,Rajasthan,Jodhpur,Stationery,Highlighter Set,4,290.99,0.1,1047.56,178.44
ORD-2572,2023-02-09,2023-02-12,Express,Aadhya Pillai,Consumer,South,Karnataka,Mysuru,Furniture,TV Unit,1,15990.01,0.2,12792.01,393.06
ORD-1674,2023-02-09,2023-02-13,Standard,Vivaan Kapoor,Corporate,South,Tamil Nadu,Chennai,Electronics,Wireless Mouse,2,7819.49,0.0,15638.98,3117.8
ORD-3017,2023-02-09,2023-02-12,Express,Aarav Bhatt,Consumer,West,Gujarat,Vadodara,Clothing,Winter Jacket,2,2965.63,0.15,5041.57,826.86
ORD-1650,2023-02-09,2023-02-14,Standard,Rahul Sharma,Consumer,East,Odisha,Rourkela,Clothing,Cotton T-Shirt,4,2149.7,0.0,8598.8,1550.25
ORD-2299,2023-02-09,2023-02-11,Express,Diya Chauhan,Consumer,West,Goa,Margao,Clothing,Formal Shirt,3,749.71,0.0,2249.13,452.78
ORD-1229,2023-02-10,2023-02-15,Standard,Myra Chauhan,Corporate,East,West Bengal,Siliguri,Clothing,Winter Jacket,6,1765.03,0.3,7413.13,1216.65
ORD-2915,2023-02-11,2023-02-17,Standard,Aadhya Joshi,Corporate,West,Gujarat,Vadodara,Stationery,Whiteboard,4,814.25,0.0,3257.0,988.53
ORD-1746,2023-02-11,2023-02-17,Standard,Kavya Malhotra,Corporate,East,West Bengal,Siliguri,Clothing,Formal Shirt,2,629.29,0.1,1132.72,353.35
ORD-1755,2023-02-11,2023-02-14,Express,Krishna Singh,Consumer,South,Telangana,Hyderabad,Clothing,Kurta Set,3,431.29,0.0,1293.87,199.46
ORD-1277,2023-02-13,2023-02-15,Express,Sai Malhotra,Consumer,West,Gujarat,Surat,Stationery,Desk Organizer,1,105.79,0.1,95.21,29.54
ORD-2179,2023-02-13,2023-02-20,Standard,Reyansh Rao,Consumer,North,Punjab,Amritsar,Electronics,Webcam,8,2405.83,0.15,16359.64,892.92
ORD-1591,2023-02-14,2023-02-21,Standard,Ishaan Nair,Home Office,East,West Bengal,Howrah,Furniture,Dining Table,2,4466.78,0.15,7593.53,609.79
ORD-1350,2023-02-14,2023-02-20,Standard,Anika Reddy,Consumer,North,Punjab,Ludhiana,Stationery,Sticky Notes,8,612.07,0.0,4896.56,1173.95
ORD-1916,2023-02-15,2023-02-20,Standard,Aditya Mukherjee,Corporate,North,Uttar Pradesh,Lucknow,Furniture,Wardrobe,3,11020.81,0.1,29756.19,1296.78
ORD-2669,2023-02-15,2023-02-22,Standard,Karan Patel,Corporate,East,Jharkhand,Dhanbad,Electronics,Bluetooth Speaker,2,5163.96,0.0,10327.92,1232.6
ORD-2619,2023-02-15,2023-02-20,Standard,Ishaan Bhatt,Consumer,South,Kerala,Thiruvananthapuram,Clothing,Saree,2,1442.32,0.0,2884.64,955.51
ORD-1485,2023-02-15,2023-02-20,Standard,Kiara Patel,Home Office,North,Uttar Pradesh,Kanpur,Clothing,Kurta Set,7,713.09,0.0,4991.63,1104.72
ORD-1548,2023-02-15,2023-02-22,Standard,Arjun Sharma,Home Office,East,West Bengal,Siliguri,Home & Kitchen,Cutlery Set,7,2881.07,0.05,19159.12,2452.88
ORD-1169,2023-02-17,2023-02-21,Standard,Riya Menon,Consumer,West,Gujarat,Ahmedabad,Home & Kitchen,Non-stick Pan,6,2116.43,0.0,12698.58,1979.98
ORD-1734,2023-02-17,2023-02-24,Standard,Aditya Menon,Home Office,South,Tamil Nadu,Chennai,Electronics,Laptop Stand,8,4553.8,0.05,34608.88,6601.3
ORD-2719,2023-02-18,2023-02-23,Standard,Arjun Iyer,Consumer,North,Punjab,Amritsar,Electronics,Webcam,4,722.41,0.2,2311.71,262.96
ORD-2527,2023-02-18,2023-02-23,Standard,Aditya Menon,Home Office,North,Punjab,Jalandhar,Home & Kitchen,Air Fryer,3,1068.96,0.0,3206.88,793.86
ORD-1945,2023-02-18,2023-02-23,Standard,Aditya Patel,Consumer,North,Uttar Pradesh,Lucknow,Furniture,Sofa Set,2,23524.18,0.3,32933.85,-282.57
ORD-1964,2023-02-18,2023-02-23,Standard,Pooja Mukherjee,Consumer,East,Odisha,Cuttack,Stationery,Gel Pen Set,6,327.97,0.0,1967.82,719.28
ORD-1948,2023-02-18,2023-02-25,Standard,Isha Das,Consumer,West,Rajasthan,Jodhpur,Electronics,Wireless Mouse,8,2399.59,0.0,19196.72,1808.83
ORD-1769,2023-02-19,2023-02-24,Standard,Pooja Menon,Corporate,North,Uttar Pradesh,Kanpur,Electronics,Bluetooth Speaker,3,4921.59,0.1,13288.29,747.61
ORD-2703,2023-02-19,2023-02-23,Standard,Aditya Menon,Consumer,North,Delhi,New Delhi,Home & Kitchen,Cutlery Set,4,4063.38,0.15,13815.49,2765.74
ORD-2465,2023-02-19,2023-02-19,Same Day,Myra Patel,Home Office,South,Telangana,Hyderabad,Electronics,Power Bank,6,6831.53,0.05,38939.72,7010.36
ORD-3127,2023-02-19,2023-02-26,Standard,Aditya Sharma,Corporate,West,Gujarat,Surat,Furniture,Bed Frame,5,11004.8,0.0,55024.0,7979.26
ORD-2452,2023-02-20,2023-02-20,Same Day,Nikhil Pillai,Consumer,East,Bihar,Patna,Furniture,Sofa Set,4,11436.2,0.05,43457.56,4025.29
ORD-2047,2023-02-20,2023-02-25,Standard,Ishaan Verma,Consumer,West,Gujarat,Vadodara,Home & Kitchen,Cutlery Set,3,2164.59,0.15,5519.7,1124.82
ORD-1729,2023-02-20,2023-02-26,Standard,Aditya Nair,Consumer,West,Gujarat,Ahmedabad,Stationery,Gel Pen Set,2,203.74,0.0,407.48,158.16
ORD-2590,2023-02-21,2023-02-26,Standard,Vivaan Reddy,Consumer,South,Telangana,Nizamabad,Clothing,Formal Shirt,1,622.24,0.1,560.02,131.67
ORD-2128,2023-02-21,2023-02-24,Express,Rahul Iyer,Consumer,South,Kerala,Kochi,Stationery,Sticky Notes,2,219.88,0.0,439.76,91.48
ORD-3053,2023-02-21,2023-02-26,Standard,Nikhil Malhotra,Consumer,South,Tamil Nadu,Coimbatore,Home & Kitchen,Vacuum Flask,8,6933.51,0.3,38827.66,1286.94
ORD-2630,2023-02-22,2023-02-22,Same Day,Vihaan Reddy,Consumer,East,Bihar,Gaya,Furniture,Study Table,8,10715.81,0.2,68581.18,1797.22
ORD-3057,2023-02-22,2023-02-27,Standard,Reyansh Rao,Corporate,North,Haryana,Faridabad,Home & Kitchen,LED Lamp,7,1896.02,0.2,10617.71,1154.83
ORD-2493,2023-02-22,2023-02-22,Same Day,Suresh Kapoor,Consumer,East,Odisha,Rourkela,Stationery,Notebook Pack,8,910.64,0.15,6192.35,1690.87
ORD-1085,2023-02-23,2023-03-01,Standard,Ishaan Kapoor,Home Office,North,Delhi,Dwarka,Electronics,Smartwatch,7,1460.22,0.2,8177.23,1098.52
ORD-1334,2023-02-23,2023-03-01,Standard,Priya Rao,Consumer,West,Goa,Margao,Clothing,Kurta Set,7,429.84,0.2,2407.1,432.71
ORD-2820,2023-02-24,2023-02-27,Express,Arjun Bhatt,Consumer,North,Haryana,Panipat,Home & Kitchen,Mixer Grinder,8,3012.74,0.0,24101.92,5079.85
ORD-1943,2023-02-25,2023-03-03,Standard,Rahul Iyer,Consumer,South,Tamil Nadu,Madurai,Home & Kitchen,Cutlery Set,5,2108.81,0.2,8435.24,894.96
ORD-1816,2023-02-25,2023-02-28,Express,Aarav Patel,Corporate,South,Telangana,Hyderabad,Clothing,Winter Jacket,4,1697.94,0.1,6112.58,1613.68
ORD-1047,2023-02-25,2023-02-25,Same Day,Reyansh Das,Consumer,East,Jharkhand,Dhanbad,Clothing,Cotton T-Shirt,8,2689.2,0.05,20437.92,2877.13
ORD-1292,2023-02-25,2023-03-04,Standard,Rohan Kapoor,Consumer,South,Telangana,Hyderabad,Furniture,Study Table,4,6288.33,0.05,23895.65,1454.43
ORD-2291,2023-02-25,2023-03-01,Standard,Kavya Verma,Consumer,South,Kerala,Kozhikode,Furniture,TV Unit,1,13662.16,0.2,10929.73,940.98
ORD-1413,2023-02-26,2023-02-28,Express,Krishna Rao,Consumer,North,Haryana,Gurugram,Furniture,Bookshelf,3,10628.82,0.05,30292.14,3020.64
ORD-1625,2023-02-26,2023-02-28,Express,Riya Malhotra,Consumer,South,Kerala,Kozhikode,Stationery,Notebook Pack,3,457.23,0.05,1303.11,276.98
ORD-1004,2023-02-27,2023-03-05,Standard,Meera Chauhan,Home Office,North,Uttar Pradesh,Kanpur,Electronics,Laptop Stand,8,3982.74,0.2,25489.54,2147.22
ORD-1054,2023-02-27,2023-03-04,Standard,Saanvi Nair,Consumer,East,Jharkhand,Ranchi,Electronics,Earbuds,7,5842.6,0.0,40898.2,8498.48
ORD-2962,2023-02-28,2023-03-03,Express,Kiara Pillai,Consumer,East,Bihar,Muzaffarpur,Electronics,Earbuds,2,4750.45,0.0,9500.9,1943.04
